### Query	Predictor	RCSB Code	Chain	RMSD	nAlign	GDT

### ECU01_0010
ECU09_1650-m1	ALPHAFOLD	5NO2	Z	2.56	154	0.344

### ECU09_1660
ECU09_1660-m1	RAPTORX	5NNZ	A	1.35	284	0.783
ECU09_1660-m1	RAPTORX	5NNZ	B	1.37	284	0.785
ECU09_1660-m1	ALPHAFOLD	5YZV	E	1.94	275	0.714
ECU09_1660-m1	ALPHAFOLD	3OW8	A	2.00	279	0.711
ECU09_1660-m1	ALPHAFOLD	5YZV	B	1.92	274	0.716
ECU09_1660-m1	ALPHAFOLD	3OW8	B	1.96	277	0.705
ECU09_1660-m1	ALPHAFOLD	4BH6	H	2.06	283	0.693
ECU09_1660-m1	RAPTORX	6G6N	C	1.86	276	0.667
ECU09_1660-m1	RAPTORX	6G6N	A	1.85	275	0.661
ECU09_1660-m1	RAPTORX	6G6N	B	1.80	274	0.659

### ECU09_1670
ECU09_1670-m1	RAPTORX	5W0V	B	2.17	705	0.630
ECU09_1670-m1	RAPTORX	5W0V	B			
ECU09_1670-m1	RAPTORX	5VCH	B	2.22	690	0.622
ECU09_1670-m1	RAPTORX	5VCH	B			
ECU09_1670-m1	RAPTORX	5VE8	B	2.21	691	0.625
ECU09_1670-m1	RAPTORX	5VE8	B			
ECU09_1670-m1	RAPTORX	5W0V	A	2.14	686	0.628
ECU09_1670-m1	RAPTORX	5W0V	A			
ECU09_1670-m1	RAPTORX	5VCH	A	2.20	669	0.604
ECU09_1670-m1	RAPTORX	5VCH	A			

### ECU09_1680
ECU09_1680-m1	RAPTORX	1B8A	A	1.19	416	0.860
ECU09_1680-m1	RAPTORX	3NEN	A	1.25	418	0.852
ECU09_1680-m1	RAPTORX	3NEM	A	1.26	418	0.850
ECU09_1680-m1	RAPTORX	3NEM	B	1.24	416	0.835
ECU09_1680-m1	RAPTORX	3NEL	B	1.28	418	0.838
ECU09_1680-m1	ALPHAFOLD	2XGT	A	1.48	408	0.827
ECU09_1680-m1	ALPHAFOLD	5XIX	C	1.53	409	0.817
ECU09_1680-m1	ALPHAFOLD	5XIX	B	1.54	408	0.817
ECU09_1680-m1	ALPHAFOLD	1X55	A	1.55	414	0.801
ECU09_1680-m1	ALPHAFOLD	1X54	A	1.59	415	0.800

### ECU09_1690
ECU09_1690-m1	ALPHAFOLD	3JA6	I	1.69	154	0.381
ECU09_1690-m1	ALPHAFOLD	3JA6	K	1.66	156	0.396
ECU09_1690-m1	ALPHAFOLD	3JA6	Q	1.83	156	0.366
ECU09_1690-m1	ALPHAFOLD	3JA6	M	1.87	154	0.359
ECU09_1690-m1	RAPTORX	6GY6	G	3.01	196	0.319
ECU09_1690-m1	RAPTORX	6GY6	Y	3.01	196	0.319
ECU09_1690-m1	RAPTORX	6GY6	N	3.01	196	0.319
ECU09_1690-m1	RAPTORX	6GY6	V	3.01	196	0.319
ECU09_1690-m1	RAPTORX	6GY6	Z	3.01	196	0.319
ECU09_1690-m1	ALPHAFOLD	3JA6	O	1.62	155	0.391

### ECU09_1695
ECU09_1695-m1	RAPTORX	5USR	B	0.81	76	0.974
ECU09_1695-m1	RAPTORX	5USR	H	0.91	76	0.951
ECU09_1695-m1	RAPTORX	5USR	F	0.96	75	0.950
ECU09_1695-m1	RAPTORX	5USR	D	1.34	79	0.916
ECU09_1695-m1	RAPTORX	6ODD	B	1.13	74	0.905
ECU09_1695-m1	ALPHAFOLD	5WKP	B	1.44	76	0.849
ECU09_1695-m1	ALPHAFOLD	5WLW	B	1.45	76	0.833
ECU09_1695-m1	ALPHAFOLD	6ODD	B	1.48	74	0.855
ECU09_1695-m1	ALPHAFOLD	5WKP	F	1.51	77	0.832
ECU09_1695-m1	ALPHAFOLD	5USR	H	1.54	75	0.844

### ECU09_1700
ECU09_1700-m1	RAPTORX	2YMU	A	2.18	345	0.498
ECU09_1700-m1	RAPTORX	2YMU	B	2.22	346	0.492
ECU09_1700-m1	RAPTORX	5ZWO	K	1.64	277	0.517
ECU09_1700-m1	RAPTORX	3JCM	B	1.77	279	0.514
ECU09_1700-m1	RAPTORX	4PC0	B	2.29	287	0.524
ECU09_1700-m1	ALPHAFOLD	4PBY	B	2.96	292	0.437
ECU09_1700-m1	ALPHAFOLD	3VL1	A	2.94	294	0.418
ECU09_1700-m1	ALPHAFOLD	3VL1	B	2.94	293	0.419
ECU09_1700-m1	ALPHAFOLD	6ZRD	A	2.93	290	0.429
ECU09_1700-m1	ALPHAFOLD	3JCM	B	2.73	287	0.423

### ECU09_1710
ECU09_1710-m1	RAPTORX	3QFT	A	1.15	341	0.815
ECU09_1710-m1	RAPTORX	3ES9	C	1.14	341	0.814
ECU09_1710-m1	RAPTORX	3QFS	A	1.13	341	0.819
ECU09_1710-m1	RAPTORX	1JA0	B	1.14	339	0.815
ECU09_1710-m1	RAPTORX	4DQL	B	1.88	327	0.685
ECU09_1710-m1	RAPTORX	4DQL	B			
ECU09_1710-m1	ALPHAFOLD	3ES9	C	2.28	355	0.647
ECU09_1710-m1	ALPHAFOLD	1JA0	B	2.30	352	0.645
ECU09_1710-m1	ALPHAFOLD	3QFT	A	2.29	353	0.629
ECU09_1710-m1	ALPHAFOLD	3QFS	A	2.29	353	0.629
ECU09_1710-m1	ALPHAFOLD	1F20	A	2.34	355	0.641

### ECU09_1720
ECU09_1720-m1	RAPTORX	5NAF	D	1.82	258	0.595
ECU09_1720-m1	RAPTORX	6G6M	A	2.08	264	0.603
ECU09_1720-m1	RAPTORX	5NAF	C	1.81	260	0.593
ECU09_1720-m1	RAPTORX	6G6N	C	2.12	263	0.594
ECU09_1720-m1	RAPTORX	6G6N	B	2.15	264	0.600
ECU09_1720-m1	ALPHAFOLD	3JB9	L	2.47	243	0.550
ECU09_1720-m1	ALPHAFOLD	6TED	W	2.45	244	0.543
ECU09_1720-m1	ALPHAFOLD	3OW8	A	2.53	243	0.553
ECU09_1720-m1	ALPHAFOLD	3OW8	C	2.50	245	0.541
ECU09_1720-m1	ALPHAFOLD	3OW8	D	2.50	245	0.541

### ECU09_1730
ECU09_1730-m1	ALPHAFOLD	6VII	B	3.22	132	0.383
ECU09_1730-m1	ALPHAFOLD	1SVW	B	3.28	130	0.385
ECU09_1730-m1	ALPHAFOLD	1SVW	A	3.18	129	0.366
ECU09_1730-m1	ALPHAFOLD	6VIJ	B	3.19	131	0.393
ECU09_1730-m1	ALPHAFOLD	6H5B	A	3.10	125	0.374
ECU09_1730-m1	RAPTORX	6IZW	A	2.96	117	0.344
ECU09_1730-m1	RAPTORX	6HJH	A	3.06	117	0.341
ECU09_1730-m1	RAPTORX	6H35	A	3.10	120	0.350
ECU09_1730-m1	RAPTORX	3T1O	B	2.79	119	0.364
ECU09_1730-m1	RAPTORX	6H17	A	3.05	116	0.333

### ECU09_1740
ECU09_1740-m1	RAPTORX	2OVP	B	0.80	321	0.705
ECU09_1740-m1	RAPTORX	2OVR	B	1.02	321	0.679
ECU09_1740-m1	RAPTORX	2OVQ	B	1.03	321	0.675
ECU09_1740-m1	RAPTORX	5V4B	B	1.04	321	0.673
ECU09_1740-m1	RAPTORX	5AMS	A	2.05	309	0.573
ECU09_1740-m1	ALPHAFOLD	1L0Q	C	1.84	251	0.497
ECU09_1740-m1	ALPHAFOLD	1L0Q	D	1.83	251	0.499
ECU09_1740-m1	ALPHAFOLD	5WF7	A	1.94	278	0.456
ECU09_1740-m1	ALPHAFOLD	1L0Q	A	1.94	255	0.498
ECU09_1740-m1	ALPHAFOLD	1L0Q	B	2.00	256	0.498

### ECU09_1750
ECU09_1750-m1	ALPHAFOLD	7KSO	A	2.17	267	0.518
ECU09_1750-m1	ALPHAFOLD	7KTP	A	2.19	268	0.516
ECU09_1750-m1	ALPHAFOLD	7KSR	A	2.25	268	0.523
ECU09_1750-m1	ALPHAFOLD	5HYN	F	2.41	329	0.543
ECU09_1750-m1	ALPHAFOLD	5HYN	Q	2.46	329	0.545
ECU09_1750-m1	RAPTORX	5IJ8	A	1.69	251	0.482
ECU09_1750-m1	RAPTORX	5IJ8	B	1.75	251	0.479
ECU09_1750-m1	RAPTORX	4W2R	A	1.59	247	0.478
ECU09_1750-m1	RAPTORX	6B3W	A	1.53	247	0.477
ECU09_1750-m1	RAPTORX	5IJ7	A	1.57	247	0.479

### ECU09_1760
ECU09_1760-m1	ALPHAFOLD	1YKE	C	1.67	85	0.750
ECU09_1760-m1	ALPHAFOLD	1YKE	A	1.69	84	0.707
ECU09_1760-m1	ALPHAFOLD	1YKH	A	1.90	83	0.692
ECU09_1760-m1	RAPTORX	2NO2	A	2.42	86	0.549
ECU09_1760-m1	ALPHAFOLD	5M48	A	2.32	79	0.488
ECU09_1760-m1	ALPHAFOLD	7NVR	i	2.17	84	0.549
ECU09_1760-m1	RAPTORX	1D7M	B	2.46	84	0.517
ECU09_1760-m1	RAPTORX	6FIA	B	2.60	84	0.505
ECU09_1760-m1	RAPTORX	2E7S	R	2.59	85	0.473
ECU09_1760-m1	RAPTORX	6EC0	B	2.58	84	0.502

### ECU09_1770
ECU09_1770-m1	RAPTORX	5NNZ	B	0.83	284	0.867
ECU09_1770-m1	RAPTORX	5NNZ	A	0.93	284	0.849
ECU09_1770-m1	RAPTORX	6G6M	A	1.45	277	0.748
ECU09_1770-m1	RAPTORX	6G6N	C	1.45	276	0.744
ECU09_1770-m1	RAPTORX	6G6N	B	1.47	277	0.744
ECU09_1770-m1	ALPHAFOLD	6U4Y	F	1.98	305	0.764
ECU09_1770-m1	ALPHAFOLD	6U4Y	D	1.99	305	0.764
ECU09_1770-m1	ALPHAFOLD	6LO2	B	1.99	304	0.760
ECU09_1770-m1	ALPHAFOLD	6U4Y	E	2.01	305	0.763
ECU09_1770-m1	ALPHAFOLD	5H25	B	2.00	304	0.756

### ECU09_1780
ECU09_1780-m1	RAPTORX	6MDE	B	1.04	265	0.899
ECU09_1780-m1	RAPTORX	6MDE	B			
ECU09_1780-m1	RAPTORX	4HAC	A	0.96	263	0.901
ECU09_1780-m1	RAPTORX	4HAC	A			
ECU09_1780-m1	RAPTORX	4HAC	B	1.04	262	0.889
ECU09_1780-m1	RAPTORX	4HAC	B			
ECU09_1780-m1	RAPTORX	6MDF	B	1.12	265	0.887
ECU09_1780-m1	RAPTORX	6MDF	B			
ECU09_1780-m1	RAPTORX	6MDE	A	1.22	266	0.866
ECU09_1780-m1	RAPTORX	6MDE	A			
ECU09_1780-m1	ALPHAFOLD	6MDF	A	2.03	259	0.690
ECU09_1780-m1	ALPHAFOLD	6MDF	A			
ECU09_1780-m1	ALPHAFOLD	6MDE	A	2.08	259	0.689
ECU09_1780-m1	ALPHAFOLD	6MDE	A			
ECU09_1780-m1	ALPHAFOLD	4UT4	B	2.01	265	0.710
ECU09_1780-m1	ALPHAFOLD	4UT4	A	2.01	265	0.712
ECU09_1780-m1	ALPHAFOLD	4USM	B	2.02	265	0.714

### ECU09_1790
ECU09_1790-m1	ALPHAFOLD	6O7U	a	1.99	588	0.681
ECU09_1790-m1	ALPHAFOLD	6O7T	a	2.15	605	0.653
ECU09_1790-m1	ALPHAFOLD	6O7T	a			
ECU09_1790-m1	ALPHAFOLD	6C6L	A	2.42	601	0.628
ECU09_1790-m1	ALPHAFOLD	6C6L	A			
ECU09_1790-m1	ALPHAFOLD	6PE5	A	2.29	589	0.648
ECU09_1790-m1	ALPHAFOLD	6PE5	A			
ECU09_1790-m1	ALPHAFOLD	6PE4	A	2.33	593	0.644
ECU09_1790-m1	ALPHAFOLD	6PE4	A			
ECU09_1790-m1	RAPTORX	6O7X	a	1.50	353	0.508
ECU09_1790-m1	RAPTORX	6O7V	a	1.46	349	0.504
ECU09_1790-m1	RAPTORX	6O7W	a	1.35	345	0.502
ECU09_1790-m1	RAPTORX	6O7U	a	1.93	377	0.465
ECU09_1790-m1	RAPTORX	6O7T	a	2.07	371	0.451
ECU09_1790-m1	RAPTORX	6O7T	a			

### ECU09_1800
ECU09_1800-m1	RAPTORX	5EAN	A	1.34	809	0.749
ECU09_1800-m1	RAPTORX	5EAX	B	1.34	806	0.752
ECU09_1800-m1	RAPTORX	5EAW	B	1.36	807	0.750
ECU09_1800-m1	RAPTORX	5EAX	A	1.42	806	0.737
ECU09_1800-m1	RAPTORX	5EAW	A	1.50	807	0.725
ECU09_1800-m1	ALPHAFOLD	5EAN	A	2.62	675	0.471
ECU09_1800-m1	ALPHAFOLD	5EAW	B	2.62	674	0.472
ECU09_1800-m1	ALPHAFOLD	5EAX	B	2.63	675	0.471
ECU09_1800-m1	ALPHAFOLD	5EAX	A	2.64	670	0.464
ECU09_1800-m1	ALPHAFOLD	5EAW	A	2.65	666	0.461

### ECU09_1805
ECU09_1805-m1	RAPTORX	5VSU	B	0.90	93	0.949
ECU09_1805-m1	RAPTORX	6ASO	B	1.04	93	0.923
ECU09_1805-m1	ALPHAFOLD	6PPQ	B	0.93	90	0.914
ECU09_1805-m1	ALPHAFOLD	6PPV	B	1.02	91	0.914
ECU09_1805-m1	RAPTORX	3JCM	c	1.06	90	0.916
ECU09_1805-m1	RAPTORX	4M7D	B	1.06	90	0.916
ECU09_1805-m1	RAPTORX	4M78	I	0.87	85	0.944
ECU09_1805-m1	ALPHAFOLD	6PPN	B	1.19	91	0.880
ECU09_1805-m1	ALPHAFOLD	6PPP	B	1.24	91	0.864
ECU09_1805-m1	ALPHAFOLD	6ASO	B	1.48	92	0.867

### ECU09_1810
ECU09_1810-m1	RAPTORX	2HYE	C	2.25	406	0.417
ECU09_1810-m1	RAPTORX	4A0C	C	2.42	407	0.413
ECU09_1810-m1	RAPTORX	4A0C	E	2.33	399	0.399
ECU09_1810-m1	RAPTORX	4A0K	A	2.26	402	0.414
ECU09_1810-m1	RAPTORX	4A0L	H	2.36	399	0.390
ECU09_1810-m1	ALPHAFOLD	2HYE	C	3.13	432	0.335
ECU09_1810-m1	ALPHAFOLD	4A0C	E	3.23	430	0.323
ECU09_1810-m1	ALPHAFOLD	4A0C	C	3.19	420	0.326
ECU09_1810-m1	ALPHAFOLD	4A0L	H	3.28	423	0.319
ECU09_1810-m1	ALPHAFOLD	4A0L	E	3.34	423	0.314

### ECU09_1830
ECU09_1830-m1	RAPTORX	1VIN	A	0.98	180	0.766
ECU09_1830-m1	RAPTORX	4EOP	B	0.88	180	0.774
ECU09_1830-m1	RAPTORX	4EOM	D	0.95	180	0.770
ECU09_1830-m1	RAPTORX	1OGU	B	0.90	179	0.769
ECU09_1830-m1	RAPTORX	3EID	D	0.92	180	0.769
ECU09_1830-m1	ALPHAFOLD	1BU2	A	2.39	178	0.542
ECU09_1830-m1	ALPHAFOLD	7KUE	B	2.33	175	0.552
ECU09_1830-m1	ALPHAFOLD	3G33	D	2.31	175	0.547
ECU09_1830-m1	ALPHAFOLD	3G33	B	2.31	175	0.547
ECU09_1830-m1	ALPHAFOLD	4CXA	D	2.46	182	0.542

### ECU09_1840
ECU09_1840-m1	ALPHAFOLD	5M32	c	1.79	328	0.726
ECU09_1840-m1	ALPHAFOLD	5M32	g	1.69	324	0.727
ECU09_1840-m1	ALPHAFOLD	5VFR	E	1.81	334	0.673
ECU09_1840-m1	ALPHAFOLD	5MP9	M	1.62	324	0.715
ECU09_1840-m1	ALPHAFOLD	5GJQ	M	1.64	322	0.695
ECU09_1840-m1	RAPTORX	6EPC	M	2.14	346	0.765
ECU09_1840-m1	RAPTORX	5M32	g	2.51	339	0.589
ECU09_1840-m1	RAPTORX	6EPF	M	2.44	356	0.596
ECU09_1840-m1	RAPTORX	5GJQ	M	2.59	345	0.572
ECU09_1840-m1	RAPTORX	5MP9	M	2.71	344	0.562

### ECU09_1860
ECU09_1860-m1	ALPHAFOLD	6QK7	A	3.01	727	0.384
ECU09_1860-m1	ALPHAFOLD	6QK7	A			

### ECU09_1870
ECU09_1870-m1	ALPHAFOLD	5HXQ	A	1.43	195	0.780
ECU09_1870-m1	ALPHAFOLD	5HXT	A	1.44	193	0.779
ECU09_1870-m1	RAPTORX	6SZG	A	1.27	192	0.761
ECU09_1870-m1	RAPTORX	1X06	A	1.36	196	0.751
ECU09_1870-m1	RAPTORX	1X06	A			
ECU09_1870-m1	RAPTORX	1X08	A	1.28	195	0.746
ECU09_1870-m1	RAPTORX	1X08	A			
ECU09_1870-m1	RAPTORX	6SZH	A	1.38	194	0.760
ECU09_1870-m1	ALPHAFOLD	5HXQ	C	1.47	195	0.760
ECU09_1870-m1	ALPHAFOLD	5HXO	A	1.40	190	0.768
ECU09_1870-m1	ALPHAFOLD	5HXN	A	1.50	192	0.767
ECU09_1870-m1	RAPTORX	1X07	A	1.37	196	0.742
ECU09_1870-m1	RAPTORX	1X07	A			

### ECU09_1880
ECU09_1880-m1	RAPTORX	4UXV	A	2.16	354	0.589
ECU09_1880-m1	ALPHAFOLD	3JA6	Q	1.49	157	0.427
ECU09_1880-m1	ALPHAFOLD	3JA6	M	1.67	159	0.415
ECU09_1880-m1	ALPHAFOLD	3JA6	G	1.62	158	0.411
ECU09_1880-m1	ALPHAFOLD	3JA6	I	1.55	156	0.399
ECU09_1880-m1	ALPHAFOLD	3JA6	O	2.00	156	0.362

### ECU09_1890
ECU09_1890-m1	RAPTORX	5JXR	A	0.75	533	0.830
ECU09_1890-m1	RAPTORX	5JXR	B	0.75	533	0.830
ECU09_1890-m1	ALPHAFOLD	6FML	G	2.19	528	0.519
ECU09_1890-m1	ALPHAFOLD	6HTS	G	2.23	457	0.463
ECU09_1890-m1	ALPHAFOLD	6RYU	V	2.12	434	0.424
ECU09_1890-m1	ALPHAFOLD	6RYU	V			
ECU09_1890-m1	ALPHAFOLD	6RYU	W	2.12	434	0.424
ECU09_1890-m1	ALPHAFOLD	6RYU	W			
ECU09_1890-m1	ALPHAFOLD	6RYR	W	2.18	436	0.419
ECU09_1890-m1	ALPHAFOLD	6RYR	W			

### ECU09_1900
ECU09_1900-m1	RAPTORX	4NC6	A	1.75	243	0.704
ECU09_1900-m1	RAPTORX	3HZJ	A	2.03	235	0.651
ECU09_1900-m1	RAPTORX	3HZJ	C	2.11	235	0.634
ECU09_1900-m1	RAPTORX	3QYB	A	2.22	233	0.573
ECU09_1900-m1	RAPTORX	3QYE	A	2.38	242	0.560
ECU09_1900-m1	ALPHAFOLD	4HL4	A	2.92	187	0.396
ECU09_1900-m1	ALPHAFOLD	4HLQ	A	2.90	183	0.387
ECU09_1900-m1	ALPHAFOLD	4HLQ	I	3.04	188	0.387
ECU09_1900-m1	ALPHAFOLD	4HLQ	G	2.86	182	0.387
ECU09_1900-m1	ALPHAFOLD	4HLQ	E	2.98	185	0.382

### ECU09_1920
ECU09_1920-m1	ALPHAFOLD	3H43	J	3.02	66	0.503
ECU09_1920-m1	ALPHAFOLD	1ZO1	W	2.66	61	0.553
ECU09_1920-m1	ALPHAFOLD	6C00	A	3.01	72	0.441
ECU09_1920-m1	ALPHAFOLD	3H43	D	3.24	70	0.514
ECU09_1920-m1	ALPHAFOLD	3H43	H	3.31	71	0.500
ECU09_1920-m1	RAPTORX	1SQQ	H	3.40	51	0.418
ECU09_1920-m1	RAPTORX	4PD4	F	3.28	55	0.409
ECU09_1920-m1	RAPTORX	1KYO	Q	3.30	54	0.402
ECU09_1920-m1	RAPTORX	6GIQ	F	3.31	55	0.429
ECU09_1920-m1	RAPTORX	1P84	F	3.32	54	0.419

### ECU09_1930
ECU09_1930-m1	RAPTORX	4OWW	A	1.24	396	0.826
ECU09_1930-m1	RAPTORX	4OWX	A	1.20	393	0.810
ECU09_1930-m1	RAPTORX	4OWT	A	1.29	380	0.786
ECU09_1930-m1	ALPHAFOLD	4OWX	A	2.51	306	0.469
ECU09_1930-m1	ALPHAFOLD	4OWT	A	2.52	297	0.445
ECU09_1930-m1	ALPHAFOLD	4OWW	A	2.55	306	0.453
ECU09_1930-m1	RAPTORX	5XAH	D	3.42	194	0.299
ECU09_1930-m1	RAPTORX	5XBK	A	3.43	198	0.297
ECU09_1930-m1	ALPHAFOLD	5ET1	B	3.71	189	0.285
ECU09_1930-m1	ALPHAFOLD	5ET1	A	3.81	190	0.285

### ECU09_1940
ECU09_1940-m1	RAPTORX	5VJC	A	0.89	198	0.922
ECU09_1940-m1	RAPTORX	5VJC	B	0.91	183	0.853
ECU09_1940-m1	RAPTORX	2OF3	A	1.64	198	0.770
ECU09_1940-m1	RAPTORX	5NR4	B	2.15	187	0.623
ECU09_1940-m1	RAPTORX	5NR4	A	2.19	191	0.637
ECU09_1940-m1	ALPHAFOLD	6XF1	C	2.52	120	0.385
ECU09_1940-m1	ALPHAFOLD	6XF1	A	2.63	121	0.404
ECU09_1940-m1	ALPHAFOLD	4FZS	A	2.01	100	0.347
ECU09_1940-m1	ALPHAFOLD	2AP3	A	2.55	106	0.366
ECU09_1940-m1	ALPHAFOLD	2IAK	A	3.11	113	0.327

### ECU09_1950
ECU09_1950-m1	RAPTORX	5NL1	C	2.81	98	0.416
ECU09_1950-m1	RAPTORX	5NL1	F	2.83	98	0.407
ECU09_1950-m1	RAPTORX	5NL1	E	2.86	98	0.412
ECU09_1950-m1	RAPTORX	5NL1	B	2.93	99	0.400
ECU09_1950-m1	RAPTORX	5NL1	A	2.93	98	0.402
ECU09_1950-m1	ALPHAFOLD	2AWY	A	2.89	91	0.421
ECU09_1950-m1	ALPHAFOLD	3WHN	B	2.79	90	0.423
ECU09_1950-m1	ALPHAFOLD	4XPX	A	2.74	88	0.421
ECU09_1950-m1	ALPHAFOLD	3WHN	A	2.82	90	0.421
ECU09_1950-m1	ALPHAFOLD	2AVK	A	2.91	91	0.427

### ECU09_1960
ECU09_1960-m1	RAPTORX	1Z3A	A	0.91	138	0.888
ECU09_1960-m1	RAPTORX	1Z3A	B	1.01	138	0.887
ECU09_1960-m1	RAPTORX	2B3J	B	0.95	134	0.848
ECU09_1960-m1	RAPTORX	2B3J	C	0.96	134	0.845
ECU09_1960-m1	RAPTORX	2B3J	A	1.07	134	0.850
ECU09_1960-m1	ALPHAFOLD	1WWR	D	1.30	133	0.808
ECU09_1960-m1	ALPHAFOLD	1WWR	A	1.42	134	0.813
ECU09_1960-m1	ALPHAFOLD	3OCQ	A	1.25	129	0.800
ECU09_1960-m1	ALPHAFOLD	2B3J	A	1.32	132	0.800
ECU09_1960-m1	ALPHAFOLD	2B3J	C	1.31	132	0.790

### ECU09_1970
ECU09_1970-m1	RAPTORX	2DFS	A	2.04	668	0.573
ECU09_1970-m1	RAPTORX	2DFS	M	1.22	596	0.552
ECU09_1970-m1	RAPTORX	5W1A	A	1.96	583	0.547
ECU09_1970-m1	RAPTORX	6BNV	J	1.96	586	0.544
ECU09_1970-m1	RAPTORX	6BNV	I	1.96	586	0.544
ECU09_1970-m1	ALPHAFOLD	1QVI	A	2.39	570	0.507
ECU09_1970-m1	ALPHAFOLD	6Z47	A	2.55	604	0.462
ECU09_1970-m1	ALPHAFOLD	1I84	S	2.30	584	0.462
ECU09_1970-m1	ALPHAFOLD	6Z47	B	2.48	593	0.467
ECU09_1970-m1	ALPHAFOLD	1I84	V	2.30	582	0.464

### ECU09_1980
ECU09_1980-m1	ALPHAFOLD	6TVN	D	1.94	86	0.444
ECU09_1980-m1	ALPHAFOLD	6TVN	B	2.26	89	0.445
ECU09_1980-m1	ALPHAFOLD	6YYG	D	2.09	87	0.439
ECU09_1980-m1	ALPHAFOLD	6TUH	D	2.23	87	0.447
ECU09_1980-m1	ALPHAFOLD	6TUH	C	2.30	88	0.446
ECU09_1980-m1	RAPTORX	1VLA	C	3.21	66	0.297
ECU09_1980-m1	RAPTORX	1VLA	A	3.06	65	0.285
ECU09_1980-m1	RAPTORX	1LQL	H	2.35	68	0.337
ECU09_1980-m1	RAPTORX	1LQL	A	2.33	68	0.333
ECU09_1980-m1	RAPTORX	1LQL	B	2.30	68	0.333

### ECU09_1990
ECU09_1990-m1	RAPTORX	3GUY	E	2.16	142	0.482
ECU09_1990-m1	RAPTORX	3GUY	F	2.18	142	0.480
ECU09_1990-m1	RAPTORX	2BD0	D	2.18	152	0.451
ECU09_1990-m1	RAPTORX	2BD0	C	2.21	152	0.452
ECU09_1990-m1	RAPTORX	3TFO	A	2.02	142	0.477

### ECU09_2000
ECU09_2000-m1	RAPTORX	6RFS	4	1.85	264	0.604
ECU09_2000-m1	RAPTORX	6RFR	4	1.87	264	0.599
ECU09_2000-m1	RAPTORX	6RFQ	4	1.82	262	0.604
ECU09_2000-m1	RAPTORX	6HUM	B	2.09	263	0.579
ECU09_2000-m1	RAPTORX	6GCS	4	1.97	260	0.585
ECU09_2000-m1	ALPHAFOLD	6KPG	R	2.85	225	0.475
ECU09_2000-m1	ALPHAFOLD	6KPF	R	2.65	216	0.472
ECU09_2000-m1	ALPHAFOLD	7O7F	C	2.91	228	0.451
ECU09_2000-m1	ALPHAFOLD	6LFM	R	2.79	226	0.454
ECU09_2000-m1	ALPHAFOLD	6RNK	A	3.16	218	0.423

### ECU09_2010
ECU09_2010-m1	ALPHAFOLD	2JSW	A	2.66	143	0.378
ECU09_2010-m1	ALPHAFOLD	6FZE	B	2.89	126	0.387
ECU09_2010-m1	ALPHAFOLD	2L6F	A	3.57	156	0.356
ECU09_2010-m1	ALPHAFOLD	1R0D	E	3.08	124	0.386
ECU09_2010-m1	ALPHAFOLD	1R0D	H	2.89	121	0.386
ECU09_2010-m1	RAPTORX	2NCJ	A	3.55	156	0.348
ECU09_2010-m1	RAPTORX	6H2D	Q	3.00	115	0.339
ECU09_2010-m1	RAPTORX	2YM0	A	2.81	115	0.352
ECU09_2010-m1	RAPTORX	2YM0	B	2.94	117	0.357
ECU09_2010-m1	RAPTORX	2V0X	A	3.13	112	0.331

### ECU09_2020
ECU09_2020-m1	ALPHAFOLD	6CZH	A	2.73	75	0.457
ECU09_2020-m1	ALPHAFOLD	6CZI	A	2.61	75	0.456
ECU09_2020-m1	ALPHAFOLD	6CZI	B	2.73	76	0.445
ECU09_2020-m1	ALPHAFOLD	6CZG	A	2.80	78	0.414
ECU09_2020-m1	ALPHAFOLD	6CZG	B	2.86	78	0.421
ECU09_2020-m1	RAPTORX	4PJ2	B	2.93	76	0.346
ECU09_2020-m1	RAPTORX	4UW3	A	2.77	77	0.366
ECU09_2020-m1	RAPTORX	4UW5	F	2.79	77	0.371
ECU09_2020-m1	RAPTORX	4UW5	A	2.82	77	0.366
ECU09_2020-m1	RAPTORX	5DG1	B	2.65	75	0.348

### ECU09_2030
ECU09_2030-m1	ALPHAFOLD	2JSW	A	3.30	164	0.346
ECU09_2030-m1	ALPHAFOLD	1R0D	B	3.07	123	0.399
ECU09_2030-m1	ALPHAFOLD	1R0D	F	3.07	124	0.402
ECU09_2030-m1	ALPHAFOLD	1R0D	H	3.20	126	0.401
ECU09_2030-m1	ALPHAFOLD	1R0D	D	3.17	125	0.402
ECU09_2030-m1	RAPTORX	2V0X	A	2.93	118	0.361
ECU09_2030-m1	RAPTORX	2J0N	B	3.18	111	0.346
ECU09_2030-m1	RAPTORX	2V0X	B	3.12	119	0.328
ECU09_2030-m1	RAPTORX	2YM0	A	3.18	110	0.313
ECU09_2030-m1	RAPTORX	2YM0	B	3.22	111	0.317

### ECU10_0010
ECU10_0010-m1	RAPTORX	6IAN	B	3.91	180	0.285
ECU10_0010-m1	RAPTORX	6IAN	A	3.86	188	0.298

### ECU10_0020
ECU10_0020-m1	ALPHAFOLD	3NJ2	B	4.18	100	0.303
ECU10_0020-m1	ALPHAFOLD	3NJ2	A	3.86	96	0.291
ECU10_0020-m1	ALPHAFOLD	3KPA	A	3.42	87	0.297
ECU10_0020-m1	ALPHAFOLD	3KPA	B	3.45	87	0.296
ECU10_0020-m1	ALPHAFOLD	3KPA	C	3.87	85	0.281

### ECU10_0030
