### Query	Predictor	RCSB Code	Chain	sTMscore	TMscore	Dali_Z	SPscore	Length	RMSD	Seq_Id

### ECU01_0010
ECU10_1600-m1	RAPTORX	2P22	A	0.295	0.261	0.19	0.381	80	4.640	5.0
ECU10_1600-m1	RAPTORX	4Y66	B	0.339	0.276	2.00	0.277	110	5.321	8.2
ECU10_1600-m1	RAPTORX	3V6I	A	0.284	0.273	1.28	0.413	79	3.777	8.9
ECU10_1600-m1	RAPTORX	3J2O	F	0.385	0.289	0.78	0.458	85	3.638	10.6
ECU10_1600-m1	RAPTORX	4XA6	A	0.273	0.217	-0.32	0.373	65	4.388	4.6

### ECU10_1610
ECU10_1610-m1	RAPTORX	5FLC	4	0.531	0.497	8.78	0.489	284	4.511	0.0
ECU10_1610-m1	RAPTORX	5FLC	2	0.531	0.497	8.78	0.489	284	4.511	0.0
ECU10_1610-m1	RAPTORX	5BYM	A	0.518	0.506	6.99	0.517	285	4.446	8.1
ECU10_1610-m1	RAPTORX	5BZ5	A	0.517	0.506	7.57	0.501	291	4.739	7.6
ECU10_1610-m1	RAPTORX	5BZU	A	0.514	0.496	7.29	0.507	281	4.551	7.8
ECU10_1610-m1	ALPHAFOLD	6Z2Y	C	0.496	0.394	7.99	0.522	219	4.043	5.9
ECU10_1610-m1	ALPHAFOLD	6Z2Y	F	0.496	0.394	7.99	0.522	219	4.043	5.9
ECU10_1610-m1	ALPHAFOLD	5JJA	A	0.473	0.413	6.26	0.457	238	4.565	10.1
ECU10_1610-m1	ALPHAFOLD	5JJA	B	0.468	0.412	4.93	0.439	244	4.919	9.8
ECU10_1610-m1	ALPHAFOLD	2JAK	A	0.464	0.397	6.25	0.461	225	4.395	8.9

### ECU10_1630
ECU10_1630-m1	RAPTORX	5YZV	B	0.602	0.523	23.75	0.995	216	1.907	12.5
ECU10_1630-m1	RAPTORX	5YZV	E	0.605	0.520	23.05	0.986	216	2.024	12.0
ECU10_1630-m1	RAPTORX	5YZV	C	0.609	0.517	22.46	0.963	216	2.148	12.5
ECU10_1630-m1	RAPTORX	5YZV	D	0.607	0.505	22.05	0.947	211	2.112	11.8
ECU10_1630-m1	RAPTORX	5YZV	A	0.607	0.510	22.12	0.954	213	2.191	13.1
ECU10_1630-m1	ALPHAFOLD	5JPQ	m	0.608	0.535	16.84	0.707	253	3.472	0.0
ECU10_1630-m1	ALPHAFOLD	5JPQ	M	0.608	0.535	16.84	0.707	253	3.472	0.0
ECU10_1630-m1	ALPHAFOLD	5JPQ	O	0.608	0.535	16.84	0.707	253	3.472	0.0
ECU10_1630-m1	ALPHAFOLD	5TZS	s	0.616	0.502	13.48	0.656	246	3.694	0.0
ECU10_1630-m1	ALPHAFOLD	7APK	K	0.597	0.522	16.60	0.646	257	3.861	10.9

### ECU10_1640
ECU10_1640-m1	RAPTORX	2XZL	A	0.853	0.874	44.34	1.606	695	1.594	40.6
ECU10_1640-m1	RAPTORX	2XZO	A	0.857	0.713	37.29	1.385	579	2.119	41.8
ECU10_1640-m1	ALPHAFOLD	2GK6	B	0.818	0.682	32.84	1.358	556	2.235	43.0
ECU10_1640-m1	ALPHAFOLD	2GK6	A	0.816	0.682	32.75	1.358	555	2.203	43.1
ECU10_1640-m1	ALPHAFOLD	6EJ5	A	0.810	0.672	31.70	1.273	560	2.740	42.3
ECU10_1640-m1	ALPHAFOLD	2XZP	A	0.800	0.687	32.32	1.255	573	2.675	42.4
ECU10_1640-m1	ALPHAFOLD	2WJV	A	0.655	0.699	28.28	1.363	565	2.299	43.4
ECU10_1640-m1	RAPTORX	2GJK	A	0.776	0.653	31.94	1.147	552	3.112	41.3
ECU10_1640-m1	RAPTORX	2GK7	A	0.771	0.627	31.30	1.010	544	3.386	41.7
ECU10_1640-m1	RAPTORX	2WJY	A	0.611	0.644	26.57	0.951	556	3.571	40.6

### ECU10_1650
ECU10_1650-m1	RAPTORX	4A3T	B	0.543	0.435	4.65	0.473	373	4.904	8.0
ECU10_1650-m1	RAPTORX	4FP7	A	0.555	0.436	5.46	0.478	374	4.857	8.6
ECU10_1650-m1	RAPTORX	4XRK	A	0.533	0.595	11.47	0.726	444	3.807	9.0
ECU10_1650-m1	RAPTORX	4XRI	A	0.546	0.595	11.13	0.765	439	3.662	8.2
ECU10_1650-m1	RAPTORX	3VLD	A	0.535	0.435	4.66	0.476	377	5.007	8.5
ECU10_1650-m1	ALPHAFOLD	5WTY	B	0.466	0.443	2.70	0.451	368	4.796	10.1
ECU10_1650-m1	ALPHAFOLD	5SVD	B	0.475	0.438	2.93	0.418	373	5.001	11.5
ECU10_1650-m1	ALPHAFOLD	5WTY	A	0.448	0.421	2.94	0.382	363	5.152	10.7
ECU10_1650-m1	ALPHAFOLD	5WZK	A	0.455	0.412	1.18	0.374	363	5.271	7.2
ECU10_1650-m1	ALPHAFOLD	5WZJ	A	0.423	0.402	2.04	0.369	348	5.173	7.5

### ECU10_1680
ECU10_1680-m1	RAPTORX	3SQW	A	0.896	0.932	50.78	1.449	423	0.891	28.4
ECU10_1680-m1	RAPTORX	4TZ6	A	0.895	0.933	51.27	1.461	423	0.813	28.1
ECU10_1680-m1	RAPTORX	3SQX	A	0.899	0.933	51.41	1.462	423	0.797	28.6
ECU10_1680-m1	RAPTORX	4TYY	A	0.892	0.932	50.62	1.456	423	0.865	28.4
ECU10_1680-m1	RAPTORX	3I5X	A	0.896	0.932	50.81	1.448	423	0.917	28.6
ECU10_1680-m1	ALPHAFOLD	5ZC9	A	0.840	0.753	41.73	1.160	363	2.216	30.3
ECU10_1680-m1	ALPHAFOLD	6XKI	A	0.826	0.748	41.11	1.150	360	2.152	30.0
ECU10_1680-m1	ALPHAFOLD	6ICZ	u	0.830	0.747	40.56	1.149	359	2.103	29.0
ECU10_1680-m1	ALPHAFOLD	5SUP	A	0.842	0.750	41.21	1.141	364	2.336	27.5
ECU10_1680-m1	ALPHAFOLD	5SUP	B	0.844	0.750	41.01	1.138	364	2.329	28.0

### ECU10_1690
ECU10_1690-m1	RAPTORX	6J36	B	0.934	0.967	62.10	1.505	401	0.708	37.4
ECU10_1690-m1	RAPTORX	3QN3	B	0.897	0.955	59.30	1.451	403	1.380	37.2
ECU10_1690-m1	RAPTORX	3QN3	A	0.910	0.956	58.64	1.445	404	1.382	37.1
ECU10_1690-m1	RAPTORX	4A3R	C	0.909	0.959	61.23	1.484	402	1.204	39.1
ECU10_1690-m1	RAPTORX	3QN3	C	0.900	0.958	58.98	1.445	405	1.471	37.3
ECU10_1690-m1	ALPHAFOLD	2AKM	B	0.939	0.962	59.17	1.459	404	1.083	45.5
ECU10_1690-m1	ALPHAFOLD	5TIJ	A	0.936	0.962	59.00	1.459	404	1.066	45.5
ECU10_1690-m1	ALPHAFOLD	4ZCW	A	0.934	0.962	58.79	1.454	404	1.074	45.5
ECU10_1690-m1	ALPHAFOLD	4ZA0	B	0.933	0.963	60.11	1.454	405	1.130	45.4
ECU10_1690-m1	ALPHAFOLD	5TIJ	B	0.932	0.962	59.13	1.457	404	1.095	45.5

### ECU10_1695
ECU10_1695-m1	RAPTORX	2ZAE	D	0.880	0.924	17.90	0.959	94	1.040	23.4
ECU10_1695-m1	RAPTORX	1X0T	A	0.932	0.959	18.05	0.984	94	0.663	23.4
ECU10_1695-m1	RAPTORX	2ZAE	B	0.853	0.884	16.91	0.916	93	1.344	23.7
ECU10_1695-m1	ALPHAFOLD	2ZAE	B	0.781	0.836	13.23	0.863	92	1.670	23.9
ECU10_1695-m1	RAPTORX	6K0B	H	0.849	0.896	14.36	0.889	96	1.814	25.0
ECU10_1695-m1	ALPHAFOLD	2ZAE	D	0.729	0.786	13.53	0.805	93	2.098	24.7
ECU10_1695-m1	RAPTORX	6K0B	G	0.849	0.896	14.36	0.889	96	1.814	25.0
ECU10_1695-m1	ALPHAFOLD	1X0T	A	0.761	0.807	12.93	0.815	93	1.794	24.7
ECU10_1695-m1	ALPHAFOLD	2KI7	B	0.752	0.803	3.45	0.249	94	2.285	22.3
ECU10_1695-m1	ALPHAFOLD	6K0A	G	0.801	0.856	12.60	0.839	95	1.938	25.3

### ECU10_1700
ECU10_1700-m1	RAPTORX	3ZVR	A	0.865	0.883	37.12	1.568	567	1.405	39.5
ECU10_1700-m1	ALPHAFOLD	4BEJ	B	0.871	0.800	31.45	1.226	541	2.458	41.4
ECU10_1700-m1	ALPHAFOLD	4BEJ	A	0.854	0.772	31.09	1.117	536	2.909	39.9
ECU10_1700-m1	RAPTORX	3SNH	A	0.766	0.800	28.19	1.194	539	2.504	37.5
ECU10_1700-m1	ALPHAFOLD	5GTM	A	0.808	0.708	26.92	0.987	506	3.354	26.3
ECU10_1700-m1	ALPHAFOLD	5GTM	B	0.800	0.702	27.27	0.948	506	3.414	26.7
ECU10_1700-m1	ALPHAFOLD	4WHJ	B	0.734	0.695	26.05	0.781	522	4.002	26.6
ECU10_1700-m1	RAPTORX	4BEJ	C	0.683	0.616	29.37	0.546	521	5.416	42.4
ECU10_1700-m1	RAPTORX	5A3F	D	0.682	0.620	22.88	0.823	469	4.569	36.0
ECU10_1700-m1	RAPTORX	4BEJ	D	0.676	0.619	30.15	0.490	533	5.470	41.3

### ECU10_1710
ECU10_1710-m1	RAPTORX	3BL7	A	0.858	0.903	30.96	1.160	251	1.921	21.5
ECU10_1710-m1	RAPTORX	3BL9	A	0.859	0.900	30.50	1.150	251	1.988	21.5
ECU10_1710-m1	RAPTORX	1XMM	A	0.845	0.897	29.88	1.144	251	2.074	21.9
ECU10_1710-m1	RAPTORX	3BLA	A	0.852	0.899	30.37	1.143	251	1.982	21.5
ECU10_1710-m1	RAPTORX	1XMM	D	0.853	0.907	30.20	1.157	253	1.940	21.3
ECU10_1710-m1	ALPHAFOLD	1XML	B	0.720	0.781	18.88	0.812	251	3.226	24.7
ECU10_1710-m1	ALPHAFOLD	1VLR	A	0.687	0.763	19.37	0.756	253	3.588	24.1
ECU10_1710-m1	ALPHAFOLD	1VLR	B	0.709	0.772	19.16	0.748	260	3.716	23.5
ECU10_1710-m1	ALPHAFOLD	1XMM	C	0.703	0.760	19.49	0.767	253	3.561	24.1
ECU10_1710-m1	ALPHAFOLD	4QDV	C	0.694	0.758	19.01	0.758	253	3.648	25.3

### ECU10_1720
ECU10_1720-m1	RAPTORX	1HWI	C	0.930	0.907	55.32	1.444	369	1.286	33.3
ECU10_1720-m1	RAPTORX	1HWI	D	0.930	0.906	54.98	1.440	369	1.359	33.1
ECU10_1720-m1	RAPTORX	1HW8	C	0.927	0.904	55.36	1.442	368	1.295	33.2
ECU10_1720-m1	RAPTORX	1HWL	D	0.919	0.912	55.91	1.440	371	1.299	32.9
ECU10_1720-m1	RAPTORX	1HW8	D	0.926	0.901	55.10	1.437	367	1.324	33.2
ECU10_1720-m1	ALPHAFOLD	1HW8	D	0.878	0.863	44.18	1.292	361	1.786	33.5
ECU10_1720-m1	ALPHAFOLD	1HWI	C	0.876	0.867	44.54	1.296	363	1.795	33.6
ECU10_1720-m1	ALPHAFOLD	1HWI	D	0.876	0.867	44.40	1.294	363	1.809	33.3
ECU10_1720-m1	ALPHAFOLD	1DQA	D	0.856	0.895	46.07	1.294	375	1.879	33.6
ECU10_1720-m1	ALPHAFOLD	1HW8	C	0.878	0.865	44.27	1.293	362	1.797	33.4

### ECU10_1730
ECU10_1730-m1	RAPTORX	3ZCJ	D	0.380	0.277	2.19	0.436	102	3.644	10.8
ECU10_1730-m1	RAPTORX	4YVM	B	0.403	0.321	3.89	0.501	106	2.837	11.3
ECU10_1730-m1	RAPTORX	3ZCJ	A	0.360	0.286	2.01	0.412	106	3.920	7.5
ECU10_1730-m1	RAPTORX	3ZCJ	B	0.375	0.282	2.02	0.415	105	3.903	7.6
ECU10_1730-m1	RAPTORX	2ODU	A	0.377	0.337	3.75	0.444	119	3.537	5.9

### ECU10_1740
ECU10_1740-m1	RAPTORX	4HZK	B	0.673	0.714	24.20	1.192	790	3.044	11.4
ECU10_1740-m1	RAPTORX	3VYC	A	0.688	0.689	23.67	1.156	759	2.827	10.5
ECU10_1740-m1	RAPTORX	4FGV	A	0.660	0.698	24.76	1.130	782	3.387	11.4
ECU10_1740-m1	RAPTORX	4HZK	A	0.660	0.701	24.25	1.106	788	3.381	11.4
ECU10_1740-m1	RAPTORX	5YST	C	0.639	0.668	21.78	1.009	752	3.299	10.2

### ECU10_1750
ECU10_1750-m1	RAPTORX	3RIP	A	0.811	0.784	31.45	1.399	502	1.747	15.5
ECU10_1750-m1	RAPTORX	6V69	I	0.735	0.684	22.35	1.028	474	3.457	16.2
ECU10_1750-m1	ALPHAFOLD	6V69	I	0.682	0.649	16.74	0.848	467	3.705	15.8
ECU10_1750-m1	ALPHAFOLD	7M2X	D	0.644	0.703	15.35	0.906	495	3.620	16.4
ECU10_1750-m1	ALPHAFOLD	6V6B	C	0.681	0.643	17.62	0.763	477	3.997	15.5
ECU10_1750-m1	RAPTORX	5FM1	A	0.627	0.673	1.82	0.238	493	4.112	11.8
ECU10_1750-m1	ALPHAFOLD	7M2Z	C	0.642	0.706	14.29	0.832	507	3.837	16.2
ECU10_1750-m1	ALPHAFOLD	7ANZ	D	0.618	0.669	14.12	0.823	478	3.665	16.5
ECU10_1750-m1	RAPTORX	6V6B	C	0.680	0.640	18.50	0.768	474	3.992	15.8
ECU10_1750-m1	RAPTORX	5FLZ	A	0.626	0.671	1.51	0.229	495	4.212	10.7

### ECU10_1760
ECU10_1760-m1	RAPTORX	2GW2	A	0.883	0.828	31.05	1.164	168	0.629	42.9
ECU10_1760-m1	RAPTORX	1C5F	E	0.902	0.831	30.36	1.160	169	0.673	39.6
ECU10_1760-m1	RAPTORX	2WFI	A	0.852	0.818	29.67	1.136	167	0.787	43.1
ECU10_1760-m1	RAPTORX	1C5F	M	0.891	0.830	29.87	1.150	170	0.896	39.4
ECU10_1760-m1	RAPTORX	2WFJ	A	0.773	0.821	28.06	1.102	169	1.038	40.8
ECU10_1760-m1	ALPHAFOLD	1QOI	A	0.821	0.791	25.85	1.039	171	2.108	43.9
ECU10_1760-m1	ALPHAFOLD	1MZW	A	0.827	0.784	26.06	1.031	170	2.029	44.1
ECU10_1760-m1	ALPHAFOLD	1QNG	A	0.837	0.776	25.97	1.038	167	1.782	46.1
ECU10_1760-m1	ALPHAFOLD	1M63	G	0.836	0.758	25.27	1.023	164	1.862	45.1
ECU10_1760-m1	ALPHAFOLD	4I9Y	A	0.743	0.760	23.31	0.974	168	2.175	39.3

### ECU10_1770
ECU10_1770-m1	RAPTORX	6OME	A	0.917	0.942	57.77	1.540	465	1.176	32.9
ECU10_1770-m1	RAPTORX	5LHJ	A	0.872	0.848	46.85	1.303	434	1.944	31.6
ECU10_1770-m1	RAPTORX	1LAP	A	0.851	0.894	47.43	1.302	463	2.251	34.6
ECU10_1770-m1	RAPTORX	5LHK	A	0.868	0.856	47.59	1.318	437	1.861	31.8
ECU10_1770-m1	RAPTORX	1LCP	A	0.848	0.895	46.75	1.304	463	2.248	34.6
ECU10_1770-m1	ALPHAFOLD	1LAP	A	0.854	0.892	48.77	1.319	460	2.139	35.0
ECU10_1770-m1	ALPHAFOLD	2EWB	A	0.852	0.895	47.62	1.311	462	2.187	35.3
ECU10_1770-m1	ALPHAFOLD	2J9A	A	0.850	0.891	45.15	1.281	461	2.242	35.6
ECU10_1770-m1	ALPHAFOLD	1BLL	E	0.858	0.892	48.93	1.319	460	2.170	35.0
ECU10_1770-m1	ALPHAFOLD	1BPM	A	0.854	0.891	48.40	1.314	460	2.179	35.0

### ECU10_1780
ECU10_1780-m1	RAPTORX	5YZ0	D	0.527	0.458	8.49	0.506	260	4.270	4.6
ECU10_1780-m1	RAPTORX	5CWU	E	0.539	0.428	9.75	0.515	238	4.017	6.7
ECU10_1780-m1	RAPTORX	5MFD	G	0.567	0.478	10.97	0.555	261	3.995	10.3
ECU10_1780-m1	RAPTORX	5MFD	K	0.571	0.483	11.07	0.566	262	3.986	9.9
ECU10_1780-m1	RAPTORX	5MFD	C	0.574	0.486	11.19	0.576	262	3.916	9.9

### ECU10_1790
ECU10_1790-m1	RAPTORX	2PME	A	0.904	0.831	43.76	1.483	493	1.425	48.9
ECU10_1790-m1	ALPHAFOLD	2Q5H	A	0.881	0.836	39.63	1.463	499	1.498	49.3
ECU10_1790-m1	RAPTORX	2PMF	A	0.892	0.825	41.85	1.459	491	1.500	48.1
ECU10_1790-m1	RAPTORX	2Q5I	A	0.877	0.831	41.62	1.457	497	1.671	49.3
ECU10_1790-m1	RAPTORX	2ZXF	A	0.872	0.830	40.12	1.452	496	1.640	49.2
ECU10_1790-m1	ALPHAFOLD	2PMF	A	0.874	0.823	38.81	1.452	491	1.490	48.3
ECU10_1790-m1	ALPHAFOLD	2Q5I	A	0.886	0.834	39.76	1.454	499	1.549	49.3
ECU10_1790-m1	RAPTORX	2Q5H	A	0.873	0.830	41.50	1.448	497	1.673	49.3
ECU10_1790-m1	ALPHAFOLD	2PME	A	0.873	0.825	38.85	1.447	493	1.575	49.1
ECU10_1790-m1	ALPHAFOLD	2ZXF	A	0.870	0.828	39.20	1.398	501	1.874	49.9

### ECU10_1800
ECU10_1800-m1	RAPTORX	2FV2	B	0.386	0.326	5.84	0.558	130	2.947	5.4
ECU10_1800-m1	RAPTORX	1W9C	B	0.359	0.366	6.84	0.609	141	2.806	6.4
ECU10_1800-m1	RAPTORX	1W9C	A	0.359	0.366	6.83	0.610	141	2.794	6.4
ECU10_1800-m1	RAPTORX	6HON	C	0.384	0.330	5.66	0.565	132	3.099	5.3
ECU10_1800-m1	RAPTORX	6HON	A	0.377	0.327	5.82	0.563	129	2.910	4.7

### ECU10_1810
ECU10_1810-m1	RAPTORX	1HCI	B	0.649	0.520	16.01	0.603	416	4.708	10.1
ECU10_1810-m1	RAPTORX	1HCI	A	0.650	0.521	16.21	0.588	420	4.817	10.0
ECU10_1810-m1	RAPTORX	4D1E	A	0.606	0.633	11.23	0.796	456	3.943	8.3
ECU10_1810-m1	RAPTORX	1SJJ	B	0.506	0.526	8.01	0.666	389	4.215	9.8

### ECU10_1820
ECU10_1820-m1	ALPHAFOLD	3U8V	B	0.516	0.442	1.93	0.523	71	3.384	9.9
ECU10_1820-m1	ALPHAFOLD	3U8V	A	0.514	0.440	1.90	0.521	71	3.403	9.9
ECU10_1820-m1	ALPHAFOLD	2OOC	A	0.485	0.518	3.87	0.515	77	3.487	3.9
ECU10_1820-m1	ALPHAFOLD	6CXH	C	0.396	0.450	1.82	0.433	78	4.203	10.3
ECU10_1820-m1	ALPHAFOLD	4U9E	A	0.520	0.481	4.81	0.546	73	2.754	5.5
ECU10_1820-m1	RAPTORX	5VSO	A	0.328	0.356	-1.01	0.085	55	3.190	1.8
ECU10_1820-m1	RAPTORX	6H86	B	0.315	0.271	0.64	0.406	42	2.981	2.4
ECU10_1820-m1	RAPTORX	6IWS	A	0.265	0.308	-1.17	0.071	54	3.701	5.6
ECU10_1820-m1	RAPTORX	6H86	A	0.315	0.271	0.63	0.406	42	2.984	2.4
ECU10_1820-m1	RAPTORX	2LO1	A	0.285	0.326	-1.06	0.079	52	3.414	3.8

### ECU10_1830
ECU10_1830-m1	RAPTORX	5FVL	A	0.480	0.412	3.53	0.468	67	3.335	7.5
ECU10_1830-m1	RAPTORX	2JQH	A	0.439	0.467	0.10	0.115	68	2.937	2.9
ECU10_1830-m1	RAPTORX	2V6X	A	0.483	0.402	3.52	0.478	63	2.882	6.3
ECU10_1830-m1	RAPTORX	2MTQ	A	0.471	0.498	0.28	0.123	69	2.943	8.7
ECU10_1830-m1	RAPTORX	5WD8	A	0.438	0.402	2.61	0.461	61	3.234	4.9
ECU10_1830-m1	ALPHAFOLD	4EHS	B	0.432	0.471	2.41	0.432	76	3.480	3.9
ECU10_1830-m1	ALPHAFOLD	4EHS	A	0.418	0.462	2.71	0.423	74	3.398	4.1
ECU10_1830-m1	ALPHAFOLD	3GXV	A	0.414	0.471	2.16	0.421	78	3.832	7.7
ECU10_1830-m1	ALPHAFOLD	1EGR	A	0.391	0.462	-2.00	0.094	83	4.538	6.0
ECU10_1830-m1	ALPHAFOLD	3GXV	B	0.418	0.474	1.96	0.422	78	3.848	7.7

### ECU10_1840
ECU10_1840-m1	RAPTORX	1CII	A	0.652	0.677	21.29	0.614	496	4.638	8.1

### ECU10_1850
ECU10_1850-m1	ALPHAFOLD	2JSW	A	0.435	0.459	-2.50	0.095	189	5.442	7.4
ECU10_1850-m1	ALPHAFOLD	1R0D	H	0.462	0.353	5.42	0.461	129	3.609	7.8
ECU10_1850-m1	ALPHAFOLD	1R0D	I	0.454	0.351	5.26	0.450	129	3.683	7.8
ECU10_1850-m1	ALPHAFOLD	1R0D	D	0.461	0.350	5.33	0.453	129	3.658	7.8
ECU10_1850-m1	RAPTORX	2V0X	A	0.373	0.304	1.65	0.389	115	4.255	4.3
ECU10_1850-m1	ALPHAFOLD	7DRW	H	0.437	0.362	3.65	0.401	141	4.155	7.8
ECU10_1850-m1	RAPTORX	2J0N	B	0.429	0.322	3.92	0.430	116	3.689	6.9
ECU10_1850-m1	RAPTORX	2YM0	B	0.414	0.336	4.26	0.444	117	3.487	7.7
ECU10_1850-m1	RAPTORX	2YM0	A	0.414	0.335	4.19	0.442	117	3.494	7.7
ECU10_1850-m1	RAPTORX	4D3E	D	0.387	0.424	0.84	0.359	160	4.511	5.0

### ECU10_1860
ECU10_1860-m1	RAPTORX	4EGW	A	0.617	0.667	15.84	0.822	161	2.234	11.2
ECU10_1860-m1	RAPTORX	4EGW	B	0.605	0.662	15.15	0.803	161	2.305	10.6
ECU10_1860-m1	RAPTORX	3CK6	B	0.498	0.560	8.93	0.648	146	2.893	11.0
ECU10_1860-m1	RAPTORX	3CK6	E	0.500	0.562	8.95	0.651	146	2.830	11.0
ECU10_1860-m1	RAPTORX	3CK6	C	0.499	0.562	8.84	0.648	147	2.927	11.6
ECU10_1860-m1	ALPHAFOLD	6MTO	T	0.315	0.254	1.08	0.302	90	4.395	4.4
ECU10_1860-m1	ALPHAFOLD	6MTQ	T	0.226	0.188	0.16	0.214	68	4.438	7.4
ECU10_1860-m1	ALPHAFOLD	5W63	A	0.320	0.279	0.67	0.262	103	5.164	5.8
ECU10_1860-m1	ALPHAFOLD	1GUX	A	0.353	0.318	1.99	0.369	100	4.362	11.0
ECU10_1860-m1	ALPHAFOLD	5SY8	O	0.300	0.245	-0.23	0.271	92	4.772	4.3

### ECU10_1870
ECU10_1870-m1	RAPTORX	3RKO	C	0.464	0.488	19.68	0.930	224	1.571	7.1
ECU10_1870-m1	RAPTORX	3RKO	M	0.464	0.488	19.68	0.930	224	1.571	7.1
ECU10_1870-m1	RAPTORX	6RFQ	4	0.459	0.482	16.10	0.882	228	2.315	5.7
ECU10_1870-m1	RAPTORX	6RFR	4	0.458	0.480	16.21	0.882	226	2.068	5.8
ECU10_1870-m1	RAPTORX	6RFS	4	0.458	0.481	15.97	0.873	228	2.338	5.7

### ECU10_1890
ECU10_1890-m1	RAPTORX	4G6V	D	0.628	0.527	7.54	0.713	71	1.917	14.1
ECU10_1890-m1	RAPTORX	4G6V	B	0.628	0.527	7.55	0.713	71	1.917	14.1
ECU10_1890-m1	RAPTORX	4G6V	F	0.621	0.514	6.98	0.690	72	2.274	13.9
ECU10_1890-m1	RAPTORX	4G6V	H	0.620	0.514	6.98	0.689	72	2.273	13.9
ECU10_1890-m1	ALPHAFOLD	2K4J	A	0.340	0.388	-1.42	0.079	76	4.008	10.5
ECU10_1890-m1	ALPHAFOLD	6E1F	D	0.255	0.242	-0.86	0.286	54	4.209	13.0
ECU10_1890-m1	ALPHAFOLD	2PMU	C	0.348	0.292	1.26	0.350	63	3.793	12.7
ECU10_1890-m1	ALPHAFOLD	2PMU	F	0.305	0.264	0.30	0.306	64	4.348	9.4
ECU10_1890-m1	ALPHAFOLD	6E1F	C	0.252	0.218	-0.91	0.270	49	4.081	2.0
ECU10_1890-m1	RAPTORX	2AYG	A	0.397	0.311	1.95	0.439	58	3.349	1.7

### ECU11_0010
ECU11_0010-m1	ALPHAFOLD	4UDE	A	0.542	0.417	3.76	0.516	78	3.459	9.0
ECU11_0010-m1	ALPHAFOLD	1BAX	A	0.486	0.433	3.08	0.494	84	3.650	4.8
ECU11_0010-m1	ALPHAFOLD	1A6S	A	0.452	0.484	-0.94	0.110	87	3.697	8.0
ECU11_0010-m1	ALPHAFOLD	5I27	B	0.428	0.347	3.29	0.417	70	3.816	8.6
ECU11_0010-m1	ALPHAFOLD	5I27	A	0.439	0.365	2.89	0.436	68	3.547	10.3
ECU11_0010-m1	RAPTORX	4AFL	D	0.451	0.381	2.76	0.512	56	2.045	3.6
ECU11_0010-m1	RAPTORX	5O31	A	0.518	0.403	3.62	0.577	59	1.940	6.8
ECU11_0010-m1	RAPTORX	3TXQ	J	0.527	0.399	4.02	0.553	58	1.931	1.7
ECU11_0010-m1	RAPTORX	3TXQ	E	0.527	0.400	4.00	0.551	58	1.947	1.7
ECU11_0010-m1	RAPTORX	3TXQ	I	0.527	0.399	4.01	0.548	58	1.929	1.7

### ECU11_0030
ECU11_0030-m1	RAPTORX	1CII	A	0.567	0.544	13.27	0.780	401	3.576	11.5

### ECU11_0040
ECU11_0040-m1	RAPTORX	5LC5	N	0.635	0.668	15.69	0.787	201	2.559	9.0
ECU11_0040-m1	RAPTORX	5O31	N	0.636	0.666	15.26	0.782	201	2.616	9.0
ECU11_0040-m1	RAPTORX	4UQ8	N	0.618	0.655	14.38	0.744	202	2.771	0.0
ECU11_0040-m1	RAPTORX	5LUF	N	0.618	0.655	14.38	0.744	202	2.771	0.0
ECU11_0040-m1	RAPTORX	6G2J	N	0.634	0.668	15.93	0.781	202	2.652	12.9
ECU11_0040-m1	ALPHAFOLD	2JSW	A	0.436	0.459	-2.76	0.095	192	5.844	8.3
ECU11_0040-m1	ALPHAFOLD	1R0D	F	0.470	0.360	5.03	0.470	130	3.792	9.2
ECU11_0040-m1	ALPHAFOLD	1R0D	H	0.465	0.352	4.60	0.452	129	3.688	8.5
ECU11_0040-m1	ALPHAFOLD	1R0D	B	0.473	0.361	5.01	0.472	130	3.786	9.2
ECU11_0040-m1	ALPHAFOLD	1R0D	D	0.463	0.349	4.43	0.443	129	3.755	8.5

### ECU11_0050
ECU11_0050-m1	RAPTORX	1CII	A	0.548	0.545	13.40	0.869	376	3.531	8.8

### ECU11_0060
ECU11_0060-m1	RAPTORX	1PU1	A	0.428	0.477	-0.57	0.087	77	2.957	13.0
ECU11_0060-m1	RAPTORX	4PWW	A	0.485	0.361	3.69	0.482	64	2.849	9.4
ECU11_0060-m1	RAPTORX	4OYC	B	0.481	0.412	3.69	0.513	77	3.310	10.4
ECU11_0060-m1	RAPTORX	6QFJ	A	0.512	0.396	3.10	0.489	71	3.218	19.7
ECU11_0060-m1	RAPTORX	2N76	A	0.484	0.525	-0.04	0.117	86	2.952	8.1
ECU11_0060-m1	ALPHAFOLD	4DRW	D	0.281	0.274	0.38	0.335	48	3.242	14.6
ECU11_0060-m1	ALPHAFOLD	4DRW	B	0.281	0.274	0.37	0.335	48	3.245	14.6
ECU11_0060-m1	ALPHAFOLD	4DRW	A	0.283	0.273	0.37	0.335	48	3.260	14.6
ECU11_0060-m1	ALPHAFOLD	4DRW	C	0.285	0.276	0.29	0.333	49	3.425	14.3
ECU11_0060-m1	ALPHAFOLD	4HRH	A	0.267	0.276	0.18	0.314	51	3.857	13.7

### ECU11_0070
ECU11_0070-m1	RAPTORX	4UQ8	N	0.598	0.636	12.04	0.679	178	2.732	0.0
ECU11_0070-m1	RAPTORX	5LUF	N	0.598	0.636	12.04	0.679	178	2.732	0.0
