Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q8SRU8	Q8SRU8_ENCCU	unreviewed	U3 SMALL NUCLEOLAR RIBONUCLEOPROTEIN	ECU05_1320	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	180
Q8SRY8	Q8SRY8_ENCCU	unreviewed	SYNAPTOBREVIN-RELATED PROTEIN	ECU05_0495	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	91
Q8SQJ1	Q8SQJ1_ENCCU	unreviewed	ACID PHOSPHATASE	ECU07_0180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	392
Q8SR04	Q8SR04_ENCCU	unreviewed	SMALL NUCLEAR RIBONUCLEOPROTEIN D2	ECU10_1580	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	135
Q8SR46	Q8SR46_ENCCU	unreviewed	ANKYRIN REPEAT-CONTAINING PROTEIN	ECU10_0720	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	393
Q8SR88	Q8SR88_ENCCU	unreviewed	Proteasome subunit beta type (EC 3.4.25.1)	ECU08_1870	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	229
Q8SSM3	Q8SSM3_ENCCU	unreviewed	TRANSCRIPTION FACTOR SIMILAR TO FORK HEAD PROTEIN	ECU01_0470	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	216
Q8SUP8	Q8SUP8_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1000	ECU08_1000	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	752
Q8SVE2	Q8SVE2_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0300	ECU06_0300	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	528
Q8SVK6	Q8SVK6_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0660	ECU05_0660	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	249
Q8SVR0	Q8SVR0_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1450	ECU04_1450	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	131
Q8SW41	Q8SW41_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0810	ECU03_0810	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	127
Q8SWH1	Q8SWH1_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0110	ECU02_0110	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	336
Q8SQL7	Q8SQL7_ENCCU	unreviewed	THIOLTRANSFERASE (GLUTAREDOXIN)	ECU09_1375	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	98
Q8SRU9	Q8SRU9_ENCCU	unreviewed	U6 snRNA-ASSOCIATED SMALL RIBONUCLEOPROTEIN (Sm-LIKE PROTEIN)	ECU05_1310	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	102
Q8SRW1	Q8SRW1_ENCCU	unreviewed	BETA-TRANSDUCIN REPEAT CONTAINING PROTEIN	ECU05_1010	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	338
Q8SU07	Q8SU07_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1720	ECU11_1720	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	388
Q8SU85	Q8SU85_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0250	ECU11_0250	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	549
Q8SVB1	Q8SVB1_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0810	ECU06_0810	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	122
Q8SVD8	Q8SVD8_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0410	ECU06_0410	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	235
Q8SVT7	Q8SVT7_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0960	ECU04_0960	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	100
Q8SWJ3	Q8SWJ3_ENCCU	unreviewed	Putative uncharacterized protein ECU01_1115	ECU01_1115	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	94
Q8SVV9	Q8SVV9_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0540	ECU04_0540	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	335
Q8SWC5	Q8SWC5_ENCCU	unreviewed	Similarity to SUPPRESSOR OF FORKED PROTEIN(MRNA stability)	ECU02_0930	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	493
Q8SRL3	Q8SRL3_ENCCU	unreviewed	RAD18-LIKE RECOMBINATION AND DNA REPAIR PROTEIN	ECU07_0390	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	980
Q8SUD1	Q8SUD1_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1160	ECU10_1160	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1040
Q8SVL1	Q8SVL1_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0550	ECU05_0550	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	350
Q8SQT6	Q8SQT6_ENCCU	unreviewed	CLASS 2 TRANSCRIPTIONAL REPRESSOR similar NCB1_yeast	ECU11_1470	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	95
Q8SRE5	Q8SRE5_ENCCU	unreviewed	CLEAVAGE STIMULATION FACTOR	ECU08_0380	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	214
Q8SS02	Q8SS02_ENCCU	unreviewed	DEOXYURIDINE 5'TRIPHOSPHATE NUCLEOTIDOHYDROLASE	ECU05_0280	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	122
Q8STL8	Q8STL8_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1720	ECU09_1720	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	417
Q8STU5	Q8STU5_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0600	ECU09_0600	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	311
Q8STW8	Q8STW8_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0280	ECU09_0280	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	352
Q8SUK8	Q8SUK8_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1650	ECU08_1650	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	322
Q8SUP1	Q8SUP1_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1140	ECU08_1140	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	314
Q8SVX6	Q8SVX6_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0270	ECU04_0270	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	156
Q8SUF6	Q8SUF6_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0650	ECU10_0650	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	308
Q8SWJ1	Q8SWJ1_ENCCU	unreviewed	Putative uncharacterized protein ECU01_1140	ECU01_1140	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	375
Q8SRD5	Q8SRD5_ENCCU	unreviewed	DNA primase (EC 2.7.7.-)	ECU08_0630	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	298
Q8SRG4	Q8SRG4_ENCCU	unreviewed	GLUCOSAMINE PHOSPHATE N-ACETYLTRANSFERASE	ECU07_1760	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	203
Q8STM9	Q8STM9_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1570	ECU09_1570	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	167
Q8SWD8	Q8SWD8_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0630	ECU02_0630	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	718
Q8SWG0	Q8SWG0_ENCCU	unreviewed	Putative RNA-binding protein with some similarity to polyadenylate-binding proteins	ECU02_0250	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	246
Q8SU08	Q8SU08_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1710	ECU11_1710	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	193
Q8SSJ9	Q8SSJ9_ENCCU	unreviewed	CHROMOSOME SEGREGATION PROTEIN	ECU01_1160	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1002
Q8SU03	Q8SU03_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1840	ECU11_1840	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	235
Q8SUJ8	Q8SUJ8_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1760	ECU08_1760	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	488
Q8SUN5	Q8SUN5_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1220	ECU08_1220	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	120
Q8SV21	Q8SV21_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0580	ECU07_0580	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	336
Q8SV81	Q8SV81_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1320	ECU06_1320	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	181
Q8SVP5	Q8SVP5_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1640	ECU04_1640	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	128
Q8SQY2	Q8SQY2_ENCCU	unreviewed	DNA-DIRECTED RNA POLYMERASE I AND III SUBUNIT 14K (14 kDa polypeptide)	ECU11_0590	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	104
Q8SVK0	Q8SVK0_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0770	ECU05_0770	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	105
Q8SQV8	Q8SQV8_ENCCU	unreviewed	OLIGOPEPTIDE TRANSPORTER	ECU11_1050	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	477
Q8SSE2	Q8SSE2_ENCCU	unreviewed	13S CONDENSIN SUBUNIT	ECU02_1240	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	922
Q8STR3	Q8STR3_ENCCU	unreviewed	Similarity to G2/mitotic specific cyclin 1	ECU09_1030	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	216
Q8STR9	Q8STR9_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0960	ECU09_0960	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	151
Q8SUP6	Q8SUP6_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1020	ECU08_1020	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	136
Q8SUS7	Q8SUS7_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0440	ECU08_0440	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	198
Q8SV32	Q8SV32_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0420	ECU07_0420	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	272
Q8SV61	Q8SV61_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1640	ECU06_1640	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	395
Q8SWE3	Q8SWE3_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0530	ECU02_0530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	93
Q8SU80	Q8SU80_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0300	ECU11_0300	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	187
Q8SVM7	Q8SVM7_ENCCU	unreviewed	Putative WD-repeat protein	ECU05_0220	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	781
Q8SVU7	Q8SVU7_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0730	ECU04_0730	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	194
Q8SWD3	Q8SWD3_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0820	ECU02_0820	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	465
Q8SQT0	Q8SQT0_ENCCU	unreviewed	SPINDLE POLE BODY ASSOCIATED PROTEIN	ECU11_1590	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	264
Q8SV07	Q8SV07_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0810	ECU07_0810	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	351
Q8SRI9	Q8SRI9_ENCCU	unreviewed	ATP-DEPENDENT RNA HELICASE (DEAD BOX FAMILY)	ECU07_1060	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	416
Q8SRU6	Q8SRU6_ENCCU	unreviewed	PSEUDOURIDINE SYNTHASE B	ECU05_1350	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	203
Q8STX1	Q8STX1_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0250	ECU09_0250	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	411
Q8SUK2	Q8SUK2_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1720	ECU08_1720	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	220
Q8SUP9	Q8SUP9_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0990	ECU08_0990	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	369
Q8SVG6	Q8SVG6_ENCCU	unreviewed	Putative uncharacterized protein ECU05_1450	ECU05_1450	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	112
Q8SW45	Q8SW45_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0770	ECU03_0770	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	227
Q8SW60	Q8SW60_ENCCU	unreviewed	Similarity to yeast CDC68	ECU03_0420	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	858
Q8SWI6	Q8SWI6_ENCCU	unreviewed	Putative uncharacterized protein ECU01_1240	ECU01_1240	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	600
Q8SRB5	Q8SRB5_ENCCU	unreviewed	cAMP-DEPENDENT PROTEIN KINASE TYPE 1 REGULATORY CHAIN	ECU08_0930	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	312
Q8STR4	Q8STR4_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1020	ECU09_1020	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	128
Q8SU47	Q8SU47_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0920	ECU11_0920	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	158
Q8SUD6	Q8SUD6_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1030	ECU10_1030	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	609
Q8SRW4	Q8SRW4_ENCCU	unreviewed	Putative RNA HELICASE OF THE SKI2 SUBFAMILY	ECU05_0940	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1337
Q8STT2	Q8STT2_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0780	ECU09_0780	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	287
Q8SU40	Q8SU40_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1060	ECU11_1060	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	166
Q8SUI5	Q8SUI5_ENCCU	unreviewed	Putative uncharacterized protein ECU08_2000	ECU08_2000	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	177
Q8SUR1	Q8SUR1_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0750	ECU08_0750	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	212
Q8SUX9	Q8SUX9_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1200	ECU07_1200	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	124
Q8SV39	Q8SV39_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0280	ECU07_0280	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	280
Q8SV67	Q8SV67_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1560	ECU06_1560	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	732
Q8SVJ4	Q8SVJ4_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0890	ECU05_0890	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	209
Q8SVS7	Q8SVS7_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1150	ECU04_1150	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	216
Q8SVW3	Q8SVW3_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0500	ECU04_0500	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	138
Q8SWG7	Q8SWG7_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0160	ECU02_0160	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	435
Q8STS2	Q8STS2_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0900	ECU09_0900	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	618
Q8STT0	Q8STT0_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0800	ECU09_0800	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	217
Q8SWP9	Q8SWP9_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0330	ECU01_0330	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	161
Q8SRH1	Q8SRH1_ENCCU	unreviewed	BOS1-LIKE VESICULAR TRANSPORT PROTEIN	ECU07_1620	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	194
Q8SSF1	Q8SSF1_ENCCU	unreviewed	SMALL NUCLEAR RIBONUCLEOPROTEIN E	ECU02_1020	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	111
Q8STK2	Q8STK2_ENCCU	unreviewed	Putative uncharacterized protein ECU09_2000	ECU09_2000	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	340
Q8SUS8	Q8SUS8_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0430	ECU08_0430	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	274
Q8SUV1	Q8SUV1_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1670	ECU07_1670	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	932
Q8SV41	Q8SV41_ENCCU	unreviewed	Similarity with WD-repeat proteins	ECU07_0260	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	709
Q8SVD5	Q8SVD5_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0450	ECU06_0450	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	502
Q8SVS4	Q8SVS4_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1240	ECU04_1240	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	289
Q8SQY1	Q8SQY1_ENCCU	unreviewed	CLEAVAGE AND POLYADENYLATION SPECIFIC FACTOR	ECU11_0610	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1156
Q8SSF0	Q8SSF0_ENCCU	unreviewed	PROTEIN FARNESYL TRANSFERASE ALPHA SUBUNIT	ECU02_1060	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	379
Q8SUL3	Q8SUL3_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1560	ECU08_1560	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	219
Q8SUQ2	Q8SUQ2_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0950	ECU08_0950	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	167
Q8SVM1	Q8SVM1_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0420	ECU05_0420	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	416
Q8SVS5	Q8SVS5_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1200	ECU04_1200	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	348
Q8SSG6	Q8SSG6_ENCCU	unreviewed	DNA REPLICATION FACTOR (ACTIVATOR 1) 36 kDa SUBUNIT	ECU02_0680	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	283
Q8SUD9	Q8SUD9_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0980	ECU10_0980	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	306
Q8SUZ2	Q8SUZ2_ENCCU	unreviewed	Putative WD-repeat protein	ECU07_1020	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	401
Q8SQU6	Q8SQU6_ENCCU	unreviewed	TRANSCRIPTION FACTOR (Forkhead domain)	ECU11_1330	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	256
Q8SRP8	Q8SRP8_ENCCU	unreviewed	MYB-LIKE TRANSCRIPTION FACTOR	ECU06_1020	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	259
Q8SU67	Q8SU67_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0490	ECU11_0490	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	537
Q8SUL5	Q8SUL5_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1540	ECU08_1540	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	198
Q8SV27	Q8SV27_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0500	ECU07_0500	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	188
Q8SVK7	Q8SVK7_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0640	ECU05_0640	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	121
Q8SQK4	Q8SQK4_ENCCU	unreviewed	MEVALONATE KINASE	ECU09_1780	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	276
Q8SRI1	Q8SRI1_ENCCU	unreviewed	EUKARYOTIC TRANSLATION INITIATION FACTOR 5	ECU07_1330	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	281
Q8STR1	Q8STR1_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1060	ECU09_1060	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	215
Q8SU78	Q8SU78_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0320	ECU11_0320	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	597
Q8SUQ5	Q8SUQ5_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0910	ECU08_0910	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	291
Q8SVH7	Q8SVH7_ENCCU	unreviewed	Putative uncharacterized protein ECU05_1200	ECU05_1200	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	243
Q8SW82	Q8SW82_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0050	ECU03_0050	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	421
Q8SVE9	Q8SVE9_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0130	ECU06_0130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	418
Q8SVI3	Q8SVI3_ENCCU	unreviewed	Similarity to HYPOTHETICAL ZINC FINGER PROTEINS YDRD_SCHPO	ECU05_1110	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	563
Q8SRQ9	Q8SRQ9_ENCCU	unreviewed	BETA-ADAPTIN (CLATHRIN ASSEMBLY PROTEIN LARGE BETA CHAIN)	ECU06_0770	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	778
Q8SS61	Q8SS61_ENCCU	unreviewed	26S PROTEASOME REGULATORY SUBUNIT 12	ECU04_0420	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	258
Q8STW1	Q8STW1_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0370	ECU09_0370	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	225
Q8SUK5	Q8SUK5_ENCCU	unreviewed	Putative zinc finger protein	ECU08_1690	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	266
Q8SRT5	Q8SRT5_ENCCU	unreviewed	VACUOLAR ATP SYNTHASE 16kDa PROTEOLIPID SUBUNIT	ECU06_0190	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	173
Q8SUY3	Q8SUY3_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1150	ECU07_1150	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	131
Q8SWG5	Q8SWG5_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0180	ECU02_0180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	162
Q8SS88	Q8SS88_ENCCU	unreviewed	CALCIUM-BINDING PROTEIN SIMILAR TO CALPONIN H2	ECU03_1150	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	182
Q8STW2	Q8STW2_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0360	ECU09_0360	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	117
Q8SUS5	Q8SUS5_ENCCU	unreviewed	Similarity to DNA damage tolerance protein RAD31 RA31_SCHPO	ECU08_0460	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	180
Q8SW95	Q8SW95_ENCCU	unreviewed	Putative uncharacterized protein ECU02_1420	ECU02_1420	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	189
Q8SWC3	Q8SWC3_ENCCU	unreviewed	Putative membrane integral protein	ECU02_0960	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	221
Q8SS13	Q8SS13_ENCCU	unreviewed	Na+/H+ ANTIPORTER	ECU04_1470	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	414
Q8SU64	Q8SU64_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0520	ECU11_0520	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	329
Q8SV24	Q8SV24_ENCCU	unreviewed	Putative ATP binding protein	ECU07_0540	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	252
Q8SWM5	Q8SWM5_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0640	ECU01_0640	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	458
Q8SWM9	Q8SWM9_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0580	ECU01_0580	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	239
Q8SSM7	Q8SSM7_ENCCU	unreviewed	DYNEIN LIGHT CHAIN 1	ECU01_0260i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	71
Q8SUK6	Q8SUK6_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1680	ECU08_1680	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	200
Q8SUM2	Q8SUM2_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1440	ECU08_1440	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	691
Q8SS87	Q8SS87_ENCCU	unreviewed	RECESSIVE SUPPRESSOR OF SECRETORY DEFECT (Coordination between secretion and actin cytoskeleton)	ECU03_1160	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	518
